2023-05-23 23:05:707 INFO  LoginPage :44 - Enter User Name: Admin
2023-05-24 00:05:383 INFO  ViewSystemUsersPage :75 - Clicking on Add button: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-05-24 00:05:781 INFO  ViewSystemUsersPage :80 - Verifying User added text: Add User
2023-05-24 00:05:386 INFO  ViewSystemUsersPage :85 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-05-24 00:05:20 INFO  ViewSystemUsersPage :93 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-05-24 00:05:771 INFO  ViewSystemUsersPage :100 - Entering User: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-05-24 00:05:449 INFO  ViewSystemUsersPage :113 - Selecting Status Enable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Enabled')]'
2023-05-24 00:05:585 INFO  ViewSystemUsersPage :121 - Entering Password: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-05-24 00:05:664 INFO  ViewSystemUsersPage :126 - Entering Confirm Password: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-05-24 00:05:759 INFO  ViewSystemUsersPage :131 - Clicking on Save: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-05-24 00:05:993 INFO  AddUserPage :64 - Entering User Name: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-05-24 00:05:665 INFO  AddUserPage :69 - Selecting Role: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-05-24 00:05:310 INFO  AddUserPage :83 - Selecting Status Disable: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[contains(text(),'Enabled')]]
2023-05-24 00:05:421 INFO  AddUserPage :90 - Clicking on search button [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-05-24 00:05:963 INFO  AddUserPage :100 - Clicking on Checkbox: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //body/div[@id='app']/div[1]/div[2]/div[2]/div[1]/div[2]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/span[1]/i[1]]
2023-05-24 00:05:531 INFO  AddUserPage :105 - Clicking on Delete Button: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='oxd-table-cell-actions']/button[1]/i[1]]
2023-05-24 00:05:96 INFO  AddUserPage :111 - Clicking on Pop up: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='orangehrm-modal-footer']/button[2]]
2023-05-24 00:05:302 INFO  AddUserPage :117 - Verifying Message: [[ChromeDriver: chrome on WINDOWS (ee5e076a1994b0b9bd650f5f5c237704)] -> xpath: //div[@class='orangehrm-paper-container']/div[2]/div[1]/span[1]]
